,id,now_cost,photo
0,1,5.4,438098.jpg
1,2,6.8,205651.jpg
2,3,6.2,226597.jpg
3,4,8.2,219847.jpg
4,5,4.0,463748.jpg
5,6,5.5,445122.jpg
6,7,4.9,85955.jpg
7,8,4.8,440854.jpg
8,9,6.9,444145.jpg
9,12,4.5,499175.jpg
10,13,8.2,184029.jpg
11,15,5.6,154561.jpg
12,16,6.3,204480.jpg
13,17,10.1,223340.jpg
14,18,6.0,462424.jpg
15,20,5.0,167199.jpg
16,21,4.4,192895.jpg
17,22,4.8,223723.jpg
18,23,6.9,116216.jpg
19,24,6.4,198869.jpg
20,25,4.8,206325.jpg
21,73,4.3,69752.jpg
22,186,6.8,103955.jpg
23,578,5.8,466075.jpg
24,597,4.5,499169.jpg
25,633,6.0,195384.jpg
26,638,4.5,498046.jpg
27,639,4.5,551221.jpg
28,657,4.0,588793.jpg
29,658,4.0,606745.jpg
30,659,4.5,588796.jpg
31,662,4.0,499167.jpg
32,28,6.4,215711.jpg
33,29,5.2,88894.jpg
34,30,4.9,491287.jpg
35,31,5.3,195546.jpg
36,32,4.4,199796.jpg
37,33,4.5,151589.jpg
38,34,6.5,243557.jpg
39,35,4.5,165659.jpg
40,36,4.6,101188.jpg
41,37,5.0,461421.jpg
42,38,6.2,476344.jpg
43,39,4.0,462492.jpg
44,40,4.0,123354.jpg
45,41,5.4,469247.jpg
46,42,5.0,226944.jpg
47,43,4.0,465390.jpg
48,44,4.5,199798.jpg
49,45,4.8,441302.jpg
50,46,4.0,462381.jpg
51,47,5.0,98980.jpg
52,48,5.3,122806.jpg
53,49,4.4,149484.jpg
54,50,4.0,578545.jpg
55,51,4.5,111782.jpg
56,52,4.5,244954.jpg
57,53,5.5,232653.jpg
58,54,5.2,244850.jpg
59,55,4.0,248164.jpg
60,56,4.0,514315.jpg
61,57,5.5,166989.jpg
62,58,9.1,178301.jpg
63,233,5.2,449871.jpg
64,569,5.3,481624.jpg
65,598,4.0,515597.jpg
66,640,4.0,514287.jpg
67,641,4.0,516159.jpg
68,656,4.5,537403.jpg
69,59,4.4,232980.jpg
70,60,4.9,200785.jpg
71,61,4.5,444180.jpg
72,62,4.9,111317.jpg
73,63,4.9,158499.jpg
74,64,5.0,155408.jpg
75,65,5.4,168636.jpg
76,66,5.0,441240.jpg
77,67,4.5,424044.jpg
78,68,4.0,463981.jpg
79,69,4.5,523700.jpg
80,70,4.5,544877.jpg
81,71,5.4,222683.jpg
82,72,4.4,223911.jpg
83,74,5.0,533463.jpg
84,75,4.0,495145.jpg
85,76,4.8,168991.jpg
86,77,4.9,503139.jpg
87,78,5.7,437730.jpg
88,79,4.8,221466.jpg
89,80,5.0,224995.jpg
90,81,4.5,54469.jpg
91,83,5.5,201658.jpg
92,84,4.4,229600.jpg
93,85,4.5,477580.jpg
94,152,4.5,109745.jpg
95,580,4.4,554605.jpg
96,592,4.5,436893.jpg
97,599,4.0,444172.jpg
98,617,5.9,444102.jpg
99,86,4.5,191866.jpg
100,87,4.5,494041.jpg
101,88,4.5,432830.jpg
102,89,5.0,440089.jpg
103,90,4.9,183656.jpg
104,91,4.5,118342.jpg
105,92,4.4,194010.jpg
106,93,4.4,472713.jpg
107,94,4.9,204580.jpg
108,95,5.4,207283.jpg
109,96,4.0,570241.jpg
110,97,4.5,628204.jpg
111,98,5.0,249231.jpg
112,99,7.4,446008.jpg
113,100,4.3,51927.jpg
114,101,4.9,128295.jpg
115,102,4.9,428580.jpg
116,103,4.5,450539.jpg
117,104,4.5,231065.jpg
118,105,4.4,226956.jpg
119,106,5.4,513418.jpg
120,107,5.9,502500.jpg
121,108,7.3,144485.jpg
122,109,4.0,507433.jpg
123,110,6.0,216646.jpg
124,111,4.4,508395.jpg
125,112,4.5,48760.jpg
126,314,4.8,244858.jpg
127,338,4.0,444765.jpg
128,602,4.5,591357.jpg
129,634,5.0,626464.jpg
130,649,4.0,499717.jpg
131,661,4.5,592662.jpg
132,113,5.5,535818.jpg
133,114,4.5,475480.jpg
134,115,5.0,535301.jpg
135,116,4.0,543158.jpg
136,118,4.5,519324.jpg
137,119,4.9,168090.jpg
138,120,4.6,83299.jpg
139,121,5.4,474120.jpg
140,122,5.0,204214.jpg
141,123,5.5,487117.jpg
142,124,5.0,243568.jpg
143,125,6.5,60307.jpg
144,126,5.0,532529.jpg
145,127,5.0,612855.jpg
146,128,4.4,223434.jpg
147,129,5.5,475168.jpg
148,130,4.5,484658.jpg
149,131,4.5,232792.jpg
150,132,6.5,109345.jpg
151,133,4.5,550141.jpg
152,134,5.0,15157.jpg
153,135,5.5,592031.jpg
154,136,6.6,451340.jpg
155,137,4.4,243505.jpg
156,138,4.5,574402.jpg
157,139,4.0,445548.jpg
158,140,4.5,491598.jpg
159,141,4.9,441192.jpg
160,142,4.4,49262.jpg
161,143,5.5,450434.jpg
162,144,4.5,469142.jpg
163,145,4.5,111478.jpg
