,Unnamed: 0,Player,fpl_id,GW,Likes,Followers,Comments,Verified,Positive,Neutral,Negative,Positive Sum,Neutral Sum,Negative Sum,Positive Mean,Neutral Mean,Negative Mean,Positive Majority,Neutral Majority,Negative Majority
267,68,Palmer,182,22,1292,36394,121,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.70608246, 0.92405885, 0.4980216, 0.5168271, 0.97504187, 0.7312101, 0.9070968, 0.8927986, 0.7888616, 0.95461905, 0.4436484, 0.9562781, 0.5180046, 0.6277649, 0.68207514, 0.5047854, 0.92163444, 0.7456038, 0.8973826]","[0.27905276, 0.0736091, 0.44172838, 0.4758209, 0.022237342, 0.23936373, 0.08605079, 0.103008635, 0.18169402, 0.042753644, 0.36496302, 0.038563192, 0.44933522, 0.30141613, 0.3098524, 0.438409, 0.07621162, 0.24704173, 0.09048181]","[0.014864772, 0.0023320834, 0.06025004, 0.007352038, 0.002720732, 0.029426135, 0.006852322, 0.004192747, 0.029444395, 0.0026272684, 0.19138858, 0.0051586884, 0.032660235, 0.07081899, 0.008072494, 0.05680557, 0.0021539258, 0.0073544425, 0.01213557]",14.19179540872574,4.261593420058489,0.5466110245324671,0.7469366,0.22429438,0.028769001,7,8,4
268,69,Sánchez,185,21,34,3574,4,"[False, False, False, False, False, False]","[0.91401285, 0.9160045, 0.7199477, 0.5114091, 0.4837757, 0.61184365]","[0.07885071, 0.078851454, 0.1927222, 0.4687507, 0.36658135, 0.3677693]","[0.007136528, 0.00514406, 0.087330066, 0.019840218, 0.14964293, 0.020387085]",4.156993478536606,1.5535257011651993,0.2894808864220977,0.69283223,0.25892094,0.048246816,2,2,2
269,70,Neto,560,21,1,34318,0,[False],[0.91015095],[0.0815249],[0.008324166],0.910150945186615,0.0815249010920524,0.008324165828526,0.91015095,0.0815249,0.008324166,0,1,0
270,71,Jackson,180,21,134,3537,36,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.8871634, 0.47117573, 0.87425464, 0.5522565, 0.48680142, 0.7624207, 0.5127659, 0.5895048, 0.9414758, 0.8879506, 0.8440451, 0.5096644, 0.74985266, 0.5804405, 0.93770975, 0.9354738, 0.7890367, 0.5498333, 0.71324176]","[0.10663493, 0.4234149, 0.11419039, 0.42245337, 0.46833652, 0.2121447, 0.4437957, 0.34795108, 0.04526318, 0.099388294, 0.14396612, 0.4526054, 0.23053864, 0.40391833, 0.056380983, 0.052695345, 0.19600733, 0.39587972, 0.27301797]","[0.006201679, 0.10540941, 0.011555038, 0.025290078, 0.044862077, 0.025434498, 0.04343841, 0.06254412, 0.013260999, 0.012661081, 0.011988819, 0.037730202, 0.019608714, 0.015641188, 0.005909251, 0.011830894, 0.01495602, 0.054286946, 0.013740296]",13.57506749033928,4.888582900166512,0.5363497221842408,0.71447724,0.25729382,0.028228933,4,7,8
271,72,Colwill,162,21,98,17017,22,"[False, False, False, False, False, False, False]","[0.8003617, 0.6390092, 0.8096386, 0.39352882, 0.95821434, 0.9404078, 0.75433284]","[0.1663996, 0.3412609, 0.1821644, 0.3372502, 0.03625684, 0.05120987, 0.19476567]","[0.03323866, 0.019729936, 0.008197035, 0.269221, 0.0055287303, 0.008382335, 0.05090146]",5.295493304729462,1.3093074932694435,0.395199166610837,0.7564991,0.18704394,0.056457024,1,3,3
272,73,Sancho,386,21,9,7810,1,[False],[0.93018526],[0.045755275],[0.024059376],0.9301852583885192,0.0457552745938301,0.0240593757480382,0.93018526,0.045755275,0.024059376,0,1,0
273,74,Enzo,168,21,819,366726,51,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.715359, 0.9192831, 0.9026498, 0.6390092, 0.9227147, 0.7537311, 0.47927886, 0.45836252, 0.48932213, 0.64915115, 0.7890367, 0.8440451, 0.74985266, 0.95561355, 0.69976455, 0.5759939, 0.7179273, 0.85708046, 0.88043714]","[0.27835137, 0.064215176, 0.08792474, 0.3412609, 0.060308088, 0.23875144, 0.47007674, 0.29389992, 0.4715832, 0.3427377, 0.19600733, 0.14396612, 0.23053864, 0.042662397, 0.2852946, 0.3990812, 0.24994437, 0.13059036, 0.11272821]","[0.0062896945, 0.016501717, 0.009425478, 0.019729936, 0.016977245, 0.007517415, 0.050644435, 0.24773762, 0.039094683, 0.008111178, 0.01495602, 0.011988819, 0.019608714, 0.0017240926, 0.014940936, 0.024924926, 0.032128427, 0.012329158, 0.006834647]",13.998612821102142,4.439922500401735,0.5614651384530589,0.7367691,0.23368013,0.0295508,3,9,7
274,75,Palmer,182,21,599,14110,122,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.5962303, 0.9452302, 0.8872866, 0.97914505, 0.8758803, 0.8914541, 0.55045134, 0.98294353, 0.7164427, 0.5714516, 0.49979827, 0.56577384, 0.6974098, 0.9899184, 0.85339975, 0.91749287, 0.48932213, 0.89277464, 0.9247944]","[0.21057361, 0.045046035, 0.0764972, 0.018730037, 0.11292242, 0.09264346, 0.3712127, 0.014282524, 0.2795952, 0.34030485, 0.37746823, 0.41510433, 0.29140827, 0.0072682644, 0.13278054, 0.076402105, 0.4715832, 0.096139684, 0.061502676]","[0.19319603, 0.009723764, 0.03621622, 0.0021248525, 0.011197306, 0.015902393, 0.07833601, 0.0027739154, 0.0039620604, 0.08824357, 0.12273361, 0.01912182, 0.011181891, 0.002813338, 0.01381977, 0.006105033, 0.039094683, 0.011085644, 0.013702996]",14.82719984650612,3.4914653138257563,0.681334899039939,0.7803789,0.18376133,0.03585973,7,11,1
275,76,Fofana,189,1,167,535230,16,"[False, False, False, False]","[0.52743775, 0.91033095, 0.5560503, 0.9580656]","[0.4576014, 0.085867, 0.42778376, 0.038549196]","[0.014960866, 0.0038019996, 0.016165912, 0.0033851268]",2.951884627342224,1.0098013542592523,0.0383139050099998,0.7379712,0.25245035,0.009578476,1,1,2
276,77,Chalobah,159,1,0,919,0,"[False, False]","[0.80217427, 0.6815773]","[0.174694, 0.18438423]","[0.023131773, 0.1340385]",1.4837515950202942,0.3590782284736633,0.1571702659130096,0.74187577,0.17953911,0.07858513,0,2,0
277,78,Tosin,187,1,194,74678,21,"[False, False, False]","[0.8718311, 0.72973335, 0.9792596]","[0.06670781, 0.2569333, 0.016859185]","[0.061461065, 0.013333387, 0.0038811716]",2.580824077129364,0.3405002988874912,0.0786756232846528,0.8602746,0.113500096,0.026225207,1,1,1
278,79,Lavia,174,1,161,374583,6,"[False, False, False]","[0.9012179, 0.52743775, 0.5560503]","[0.09605175, 0.4576014, 0.42778376]","[0.0027303547, 0.014960866, 0.016165912]",1.984705924987793,0.9814369082450868,0.0338571332395076,0.66156864,0.3271456,0.011285711,1,0,2
279,80,Sánchez,185,1,27,13610,6,"[False, False, False, False, False, False, False, False, False, False, False]","[0.89550173, 0.87637246, 0.59822184, 0.967281, 0.58983594, 0.79762655, 0.8632378, 0.64878595, 0.9792596, 0.8902786, 0.64525044]","[0.10034175, 0.09864818, 0.3701364, 0.031259008, 0.4038255, 0.1944278, 0.097370364, 0.33786163, 0.016859185, 0.078067884, 0.34937298]","[0.0041564982, 0.024979401, 0.031641766, 0.0014600074, 0.006338513, 0.007945604, 0.039391913, 0.013352421, 0.0038811716, 0.03165353, 0.0053765844]",8.751651883125305,2.07817069068551,0.170177410589531,0.7956047,0.18892461,0.015470672,4,7,0
